Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathway_2023_Human	Alzheimer 39 S Disease And miRNA Effects WP2059	54/260	1.587482e-06	5.334836e-05	0	0	2.200769e+00	2.938766e+01	APP;WNT2B;IRS1;ATP2A3;ATP2A2;IRS2;PPP3CA;TUBA1B;CASP7;CASP8;RB1CC1;MAP3K5;MAP2K1;APAF1;CSNK1E;AXIN2;TNFRSF1A;ERN1;IL1A;PSMA6;TUBB2A;DDIT3;IL1B;SLC25A5;GAPDH;ATF4;SLC25A6;ITPR3;CACNA1C;KLC1;RELA;PSMA7;LRP6;KLC4;PPP3R1;MAPK8;APH1B;KLC2;PSMB3;DVL1;APBB1;NAE1;BID;NOS2;EIF2AK3;EIF2AK2;TUBB4B;GNAQ;CTNNB1;CYCS;CALM3;KRAS;CALM1;NOX1
WikiPathway_2023_Human	Alzheimer 39 S Disease WP5124	54/260	1.587482e-06	5.334836e-05	0	0	2.200769e+00	2.938766e+01	APP;WNT2B;IRS1;ATP2A3;ATP2A2;IRS2;PPP3CA;TUBA1B;CASP7;CASP8;RB1CC1;MAP3K5;MAP2K1;APAF1;CSNK1E;AXIN2;TNFRSF1A;ERN1;IL1A;PSMA6;TUBB2A;DDIT3;IL1B;SLC25A5;GAPDH;ATF4;SLC25A6;ITPR3;CACNA1C;KLC1;RELA;PSMA7;LRP6;KLC4;PPP3R1;MAPK8;APH1B;KLC2;PSMB3;DVL1;APBB1;NAE1;BID;NOS2;EIF2AK3;EIF2AK2;TUBB4B;GNAQ;CTNNB1;CYCS;CALM3;KRAS;CALM1;NOX1
WikiPathway_2023_Human	EGF EGFR Signaling Pathway WP437	38/159	1.712481e-06	5.334836e-05	0	0	2.629294e+00	3.491063e+01	ERRFI1;NDUFA13;PTPRR;RALB;SRC;STXBP1;PEBP1;EGFR;ELK4;MAPK8;RPS6KA5;MAPK7;RPS6KA2;AP2S1;PTK2B;RAC1;JAK2;RALGDS;JAK1;NCK1;MEF2A;STAT5B;MAP2K1;MEF2C;JUND;STAT1;STAT3;FOS;PTPN12;PTK2;PLSCR1;SP1;SPRY2;FOSB;KRAS;RAB5A;CRK;ARF6
WikiPathway_2023_Human	Prolactin Signaling Pathway WP2037	23/74	1.730217e-06	5.334836e-05	0	0	3.763952e+00	4.993734e+01	ITGB1;STAT5B;PTPN1;MAP2K1;IRS1;SRC;STAT1;RPS6;PXN;STAT3;IRS2;FOS;YWHAZ;RELA;PTK2;SOCS3;MAPK8;RPS6KA2;RAC1;JAK2;PPIA;YWHAG;JAK1
WikiPathway_2023_Human	TROP2 Regulatory Signaling WP5300	17/45	1.905353e-06	5.639844e-05	0	0	5.059618e+00	6.663944e+01	ACVRL1;ITGB1;RB1;ABCC1;SRC;STAT1;FN1;EGFR;PTK2;IGF2R;CCND1;MDK;CDH1;CLDN7;CTNNB1;RAC1;JAK2
WikiPathway_2023_Human	Insulin Signaling WP481	38/160	2.015622e-06	5.736769e-05	0	0	2.607595e+00	3.419752e+01	SNAP25;GSK3A;PRKAA2;IRS1;STXBP1;REG1A;STXBP2;SNAP23;SLC2A1;IRS2;FOXO3;SOCS3;MAPK8;RPS6KA5;MAPK7;KIF3A;RPS6KA2;RAC2;RAC1;MAP3K6;MAPK6;MAP4K5;EIF4E;MAP3K5;MAP2K3;CAP1;EGR1;PTPN1;MAP2K1;FOS;EHD1;PFKL;SGK3;MAP3K13;CRK;MAP3K11;RHOQ;ARF6
WikiPathway_2023_Human	Oxidative Phosphorylation WP623	20/60	2.406452e-06	6.595462e-05	0	0	4.169789e+00	5.394605e+01	NDUFB9;NDUFB7;NDUFA6;NDUFA11;NDUFB10;NDUFA4;NDUFB4;NDUFA3;ATP6AP2;NDUFA2;NDUFB2;NDUFB1;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFAB1;NDUFS3;NDUFV1
WikiPathway_2023_Human	TGF Beta Signaling Pathway WP366	33/132	2.832226e-06	7.485169e-05	0	0	2.787622e+00	3.561033e+01	ITGB1;YAP1;APP;CDKN1A;ITGB4;HDAC1;SRC;NEDD9;MAPK8;CCND1;RAC1;E2F5;JUNB;SKIL;PAK2;MEF2A;MAP2K3;MAP2K1;MEF2C;SMAD3;JUND;SMURF2;SMURF1;ITGA2;FN1;FOS;PTK2;PML;TGFBR2;SP1;STRAP;FOSB;MET
WikiPathway_2023_Human	Mitochondrial Complex I Assembly Model OXPHOS System WP4324	19/56	3.170727e-06	7.832773e-05	0	0	4.281203e+00	5.420666e+01	NDUFB9;NDUFA13;NDUFB7;NDUFA6;NDUFB10;NDUFB11;NDUFB4;NDUFA3;NDUFB3;NDUFA2;NDUFB2;NDUFA1;NDUFB1;NDUFC1;NDUFS6;NDUFS5;NDUFAB1;NDUFS3;NDUFV1
WikiPathway_2023_Human	SARS CoV 2 Innate Immunity Evasion And Cell Specific Immune Response WP5039	21/66	3.175449e-06	7.832773e-05	0	0	3.892534e+00	4.927972e+01	IFNAR2;IFITM1;CXCL8;SMAD3;STAT1;TRADD;STAT2;MX1;CXCL1;CXCL3;TANK;TBK1;CASP8;TP53I3;DHX58;BSG;IRF7;TRIM25;JAK1;IFNAR1;PF4
WikiPathway_2023_Human	Proteasome Degradation WP183	20/62	4.274765e-06	1.020428e-04	0	0	3.970782e+00	4.908991e+01	RPN2;UBA7;UBE2D3;HLA-B;UBE2D1;HLA-C;HLA-A;UCHL3;HLA-F;HLA-G;PSMB10;PSMA7;PSMB8;HLA-E;PSMB9;PSMA6;PSMB3;UBC;PSME1;PSME2
WikiPathway_2023_Human	Apoptosis WP254	24/84	5.435072e-06	1.256860e-04	0	0	3.338339e+00	4.046947e+01	BNIP3L;APAF1;TRADD;XIAP;CFLAR;TNFRSF1B;RELA;BBC3;TNFRSF1A;CASP7;CASP8;CASP10;IRF1;CASP1;TNFSF10;IRF7;CYCS;TNFRSF25;BAK1;BID;TNFRSF21;BIRC3;MCL1;BCL2L1
WikiPathway_2023_Human	Apoptosis Related Network Due To Altered Notch3 In Ovarian Cancer WP2864	18/53	5.641040e-06	1.264960e-04	0	0	4.286115e+00	5.179960e+01	APP;NQO1;CDKN1A;JUND;RIPK2;HDAC1;ANXA5;HSPB1;PTK2;ERN1;SOCS3;CASP7;BCL3;CTNNA1;PTK2B;PKN1;PAK2;TNFRSF21
WikiPathway_2023_Human	Allograft Rejection WP2328	25/90	6.074078e-06	1.322005e-04	0	0	3.210545e+00	3.856340e+01	CD40;CXCL8;C2;TUBA1B;CASP7;HLA-DMA;CASP8;HLA-DMB;CD55;HLA-DQA1;HLA-DPA1;HLA-DRB5;STAT1;HLA-B;HLA-C;HLA-A;HLA-F;HLA-G;HLA-E;IL1A;IL1B;HLA-DPB1;HLA-DRA;HLA-DRB1;HLA-DQB1
WikiPathway_2023_Human	Hepatitis C And Hepatocellular Carcinoma WP3646	17/49	7.366768e-06	1.557545e-04	0	0	4.426172e+00	5.231086e+01	CDKN1A;CXCL8;SMAD3;NOS2;MYOF;STAT3;HIF1A;CASP7;MAPK8;CCND1;CTTN;PODXL;RAC1;CD44;JAK1;BIRC3;BCL2L1
WikiPathway_2023_Human	Glucocorticoid Receptor Pathway WP2880	21/70	8.984727e-06	1.846861e-04	0	0	3.573972e+00	4.152950e+01	SRGN;SLC26A2;CCL20;TSC22D3;ABHD2;TNFAIP3;KTN1;AKAP13;SEC14L1;SERTAD2;B3GNT5;ENC1;DNER;SCNN1A;BHLHE40;STOM;LRRC8A;S100P;ANGPTL4;BIRC3;CPEB4
WikiPathway_2023_Human	Photodynamic Therapy Induced AP 1 Survival Signaling WP3611	17/50	1.004723e-05	2.009446e-04	0	0	4.291805e+00	4.939101e+01	RB1;MAP2K3;CDKN1A;FOS;CFLAR;EGFR;TNFRSF1A;MAPK8;CCND1;BCL3;TNFSF10;BAK1;BID;JUNB;MAP3K5;MCL1;BCL2L1
WikiPathway_2023_Human	Host Pathogen Interaction Of Human Coronaviruses MAPK Signaling WP4877	14/36	1.036999e-05	2.019419e-04	0	0	5.297482e+00	6.079705e+01	IFITM3;MAP2K3;IFITM1;MAP2K1;IFITM2;FOS;BST2;MAPK8;IFI27;RPS6KA2;DDIT3;EIF4E;JUNB;MAP3K11
WikiPathway_2023_Human	Host Pathogen Interaction Of Human Coronaviruses Interferon Induction WP4880	13/32	1.224123e-05	2.322695e-04	0	0	5.694088e+00	6.440413e+01	IFNAR2;STAT1;STAT2;EIF2AK2;FOS;MAPK8;TBK1;OAS1;OAS2;OAS3;MYD88;JAK1;IFNAR1
WikiPathway_2023_Human	Copper Homeostasis WP3286	17/51	1.356666e-05	2.509831e-04	0	0	4.165341e+00	4.668471e+01	APP;XIAP;MT1X;FOXO3;SOD3;SOD1;MT2A;MT1A;CCND1;SP1;MTF1;MT1F;ADAM9;MT1G;MT1H;XAF1;MT1E
WikiPathway_2023_Human	Photodynamic Therapy Induced HIF 1 Survival Signaling WP3614	14/37	1.503338e-05	2.713342e-04	0	0	5.066872e+00	5.626882e+01	BNIP3L;EDN1;SLC16A1;NOS2;BNIP3;SLC2A1;ARNT;HIF1A;HK1;PFKL;BAK1;BID;MCL1;BCL2L1
WikiPathway_2023_Human	Pleural Mesothelioma WP5087	76/437	1.713891e-05	3.019713e-04	0	0	1.770487e+00	1.942960e+01	ITGB1;CDKN1A;CSF3;WNT2B;ITGB4;SLC2A1;LAMC2;CXCL1;LAMC1;AREG;BBC3;ACTG1;CDH3;RPS6KA5;RASSF3;CCND1;CDH1;MDK;RB1CC1;RASSF6;CASP1;ITGAV;MAP3K6;JAK1;MAP3K5;TEAD4;MAP2K3;MAP2K1;ITGA3;ITGA2;RPS6;CSNK1E;SLC7A5;MMP14;LATS2;DDIT3;IL1B;ITGA6;CD47;MET;CD44;IDO1;EPHA2;YAP1;CD274;PRKAA2;SRC;LAMA1;KMT2C;LAMA3;ITPR3;HIF1A;NDRG1;EGFR;LRP6;STK3;MAPK8;MAPK7;PODXL;DVL1;CTNNA1;BAK1;PPARGC1A;PAK2;MCL1;TCF7L2;STAT1;IL34;FN1;PTK2;FOSL1;SP1;CTNNB1;CYCS;MAP3K11;FGFR2
WikiPathway_2023_Human	Oxidative Stress Response WP408	13/33	1.821074e-05	3.133941e-04	0	0	5.409080e+00	5.903199e+01	NQO1;GPX1;MAOA;TXNRD1;MT1X;FOS;SOD2;SOD3;SOD1;SP1;JUNB;XDH;NOX1
WikiPathway_2023_Human	Hepatitis B Infection WP4666	34/150	1.971524e-05	3.315744e-04	0	0	2.449991e+00	2.654349e+01	CDKN1A;CXCL8;SRC;RELA;MAPK8;TBK1;CASP8;CASP10;CREB3L1;CREB3L2;PTK2B;STAT6;JAK2;BID;JAK1;MAP2K3;STAT5B;MAP2K1;SMAD3;APAF1;STAT1;STAT2;STAT3;FOS;HSPG2;YWHAZ;TGFBR2;IRF7;CYCS;KRAS;MYD88;TLR3;ATF4;IFNAR1
WikiPathway_2023_Human	Degradation Pathway Of Sphingolipids Including Diseases WP4153	9/17	2.086472e-05	3.431087e-04	0	0	9.350711e+00	1.007768e+02	SCARB2;ARSA;NPC1;GLB1;NPC2;HEXA;PSAP;NEU1;LIPA
WikiPathway_2023_Human	Fas Ligand Pathway And Stress Induction Of Heat Shock Proteins WP314	15/43	2.341081e-05	3.766087e-04	0	0	4.460197e+00	4.755601e+01	RB1;APAF1;RIPK2;HSPB1;CFLAR;ACTG1;IL1A;CASP7;MAPK8;CASP8;CASP10;ARHGDIB;LMNA;CYCS;PAK2
WikiPathway_2023_Human	Selenium Micronutrient Network WP15	23/86	2.760784e-05	4.346766e-04	0	0	3.044954e+00	3.196413e+01	GPX2;GPX1;GPX4;TXNRD1;SAA4;HBB;MTHFR;TXN;SOD2;SOD3;RELA;ICAM1;SOD1;PRDX2;PRDX5;RFK;KYNU;IL1B;ALOX5;SAA1;SAA2;SEPHS2;XDH
WikiPathway_2023_Human	Omega 9 Fatty Acid Synthesis WP4724	8/14	2.959992e-05	4.563321e-04	0	0	1.107840e+01	1.155227e+02	FADS2;ELOVL5;SCD;SCD5;ACSL4;ELOVL6;ACSL3;FADS1
WikiPathway_2023_Human	A Network Map Of Macrophage Stimulating Protein MSP Signaling WP5353	22/82	3.881869e-05	5.862414e-04	0	0	3.057275e+00	3.105154e+01	ITGB1;DUSP4;MAP2K1;CXCL8;PRKAA2;SMAD3;SRC;RPS6;SLC2A1;FN1;HSPB1;CXCL1;MST1R;NDRG1;HK2;RELA;PTK2;MAPK8;RPS6KA5;CDH1;IL1B;CTNNB1
WikiPathway_2023_Human	Leptin Signaling Pathway WP2034	20/71	4.035310e-05	5.951945e-04	0	0	3.268402e+00	3.306918e+01	STAT5B;PTPN1;GSK3A;MAP2K1;PRKAA2;IRS1;SRC;STAT1;RPS6;STAT3;RELA;PTK2;SOCS3;MAPK8;SP1;KPNA4;RAC1;JAK2;EIF4E;JAK1
WikiPathway_2023_Human	Thymic Stromal Lymphopoietin TSLP Signaling Pathway WP2203	14/40	4.182448e-05	5.951945e-04	0	0	4.481479e+00	4.518240e+01	LYN;STAT5B;MAP2K1;YES1;SRC;STAT1;STAT3;RPS6;RELA;MAPK8;LCK;STAT6;JAK2;JAK1
WikiPathway_2023_Human	Bladder Cancer WP2828	14/40	4.182448e-05	5.951945e-04	0	0	4.481479e+00	4.518240e+01	RB1;CDKN1A;MAP2K1;CXCL8;SRC;DAPK2;DAPK3;UPK3A;EGFR;TYMP;RPS6KA5;CCND1;CDH1;KRAS
WikiPathway_2023_Human	Primary Focal Segmental Glomerulosclerosis FSGS WP2572	20/72	5.027072e-05	7.018931e-04	0	0	3.205368e+00	3.172702e+01	SCARB2;ITGB1;CDKN1A;JAG1;ITGB4;ITGA3;PLAUR;KRT8;PARVA;ACTN4;PTK2;LRP6;MYO1E;INF2;PODXL;CTNNB1;ITGAV;AGRN;NCK1;LIMS1
WikiPathway_2023_Human	Small Cell Lung Cancer WP4658	24/95	5.132369e-05	7.033246e-04	0	0	2.819387e+00	2.784809e+01	RB1;ITGB1;CDKN1A;APAF1;NOS2;ITGA3;LAMA1;ITGA2;LAMA3;FN1;LAMC2;LAMC1;FHIT;RELA;PTK2;CASP8;CCND1;CYCS;ITGAV;ITGA6;BAK1;BID;BIRC3;BCL2L1
WikiPathway_2023_Human	Zinc Homeostasis WP3529	13/36	5.383439e-05	7.214880e-04	0	0	4.702756e+00	4.622621e+01	SLC30A7;MT1M;MT1X;SLC30A10;MT2A;MT1A;MTF1;MT1F;SLC39A5;MT1G;MT1H;SLC39A1;MT1E
WikiPathway_2023_Human	Regulatory Circuits Of The STAT3 Signaling Pathway WP4538	21/78	5.459909e-05	7.214880e-04	0	0	3.070981e+00	3.014319e+01	IFNAR2;IL15RA;IFNGR1;SRC;IFNGR2;SETD7;STAT3;IL20RA;IFNLR1;EGFR;IL22RA1;PTPRD;SOCS3;MAPK8;MAPK7;IL3RA;JAK2;IL6ST;MAPK6;JAK1;IFNAR1
