Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2023	CD4 Receptor Binding (GO:0042609)	6/7	6.358071e-06	5.161598e-04	0	0	5.415948e+01	6.480607e+02	CD74;PLSCR1;LCK;IL16;HLA-DRB1;SPG21
GO_Molecular_Function_2023	MHC Class II Protein Complex Binding (GO:0023026)	11/25	1.146858e-05	8.534533e-04	0	0	7.105006e+00	8.082584e+01	CD74;HLA-DMA;HLA-DRB5;HLA-DMB;HLA-DRA;HLA-DOA;B2M;MS4A1;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Molecular_Function_2023	Purine Ribonucleoside Triphosphate Binding (GO:0035639)	77/476	1.505547e-05	1.034195e-03	0	0	1.766346e+00	1.961310e+01	ACVRL1;NDUFA13;SRP54;HNRNPU;ABCA12;GIMAP7;RND1;TUBA1A;RPS6KA5;ANXA6;PIM1;RAC2;MAP3K6;ARL5A;PDK2;MAP3K5;TGM2;GBP5;RHOG;TAP1;RHOH;RHOF;RUNX3;RHOD;ARL4C;EEF1A1;ERN1;PSMA6;RAB31;OAS2;OAS3;SCG5;RHOU;ARL8A;RHOQ;ARL8B;PRPS1;ABCB1;ARL3;ATP10D;ARL1;ARL2;STK4;STK3;RAP1B;GNA15;DHX36;RAB29;RAB6A;PCK1;MAP4K5;GBP2;N4BP2;GBP1;GBP4;MAP4K4;GBP3;HEXIM1;SRPK2;MLKL;PNPLA8;NEK6;RAB27A;TUBB4B;MFHAS1;MYO1B;P2RX5;PFKL;WNK1;STK17A;CAPRIN1;UBA2;KRAS;ABCE1;RAB5A;PFKP;RAN
GO_Molecular_Function_2023	Protein Kinase Binding (GO:0019901)	81/511	1.943803e-05	1.204991e-03	0	0	1.724699e+00	1.871002e+01	ITGB1;ACVRL1;CCNK;IRS1;ITGB2;PDE3B;HSPB1;PTPRJ;NR3C1;LYST;ELAVL1;TCL1A;DUSP10;RPS19;CCND1;RB1CC1;ITGAV;JAK2;FBXO7;TRIM22;YWHAG;IFNAR2;MAP2K3;IL15RA;PPP1R12A;PARP1;PRKCB;RHOG;ACSL3;TICAM1;LAX1;YWHAZ;CDC25B;DNAJC3;EEF1A1;PRKAR1A;LCK;BANK1;HCLS1;ADAM9;UTRN;CACUL1;TRIB2;KHDRBS1;MVP;GSKIP;XIAP;ADIPOR1;HIF1A;RELA;FAM83F;CAMK2N1;DVL1;PAK2;HNRNPA0;SLC12A2;PTPN1;TCF7L2;CDKN2B;NPM1;SMAD3;NEK6;STAT3;SH2D1A;MSN;NBEAL2;EEF2;PTK2;MAD2L2;CYLD;IBTK;TBL2;PTPRC;RGCC;WNK1;SPRY2;CALM3;GRB2;TRIM38;MAP3K13;LIMS1
GO_Molecular_Function_2023	Zinc Ion Binding (GO:0008270)	59/341	2.024062e-05	1.204991e-03	0	0	1.909818e+00	2.064097e+01	KDM5A;MT1M;APIP;CBLB;MT1X;PRDM2;CHD4;NPEPPS;MT2A;SHH;ZMYM2;CA2;ANPEP;CHORDC1;TNFSF10;TIMP1;PARP1;KDM2B;SORD;RABGGTB;PLSCR1;CLIP1;MT1A;KAT6A;MT1F;MT1G;MT1H;PPARG;S100A9;KPNB1;MT1E;ADH1C;KMT2A;SHMT2;TIMM9;MYCBP2;TIMM13;ZNF22;CRIP1;RASGRP1;NSD1;POLR2L;TIMM8B;EGR1;PTPN1;NQO2;SMAD3;SEC24A;APOBEC3G;ERAP2;KLF4;SOD1;CYLD;PHF5A;RPS29;HNRNPC;SEC24D;PAM;LIMS1
GO_Molecular_Function_2023	Endopeptidase Inhibitor Activity (GO:0004866)	26/112	3.378397e-05	1.885568e-03	0	0	2.743597e+00	2.824677e+01	CSTB;USP14;SERPINA1;ROCK1;FURIN;UBE2Z;THBS1;CST3;SPOCK2;SERPINH1;PI3;TIMP1;PRNP;SERPINB1;SPINK1;SERPINF2;SPINK5;RARRES1;SERPINB9;SERPINB8;SERPINB5;BST2;SLPI;BIN1;BIRC6;CARD16
GO_Molecular_Function_2023	GTP Binding (GO:0005525)	39/201	3.949349e-05	2.074570e-03	0	0	2.189869e+00	2.220390e+01	ARL3;SRP54;ARL1;ARL2;GIMAP7;RND1;RAP1B;GNA15;TUBA1A;ANXA6;RAC2;RAB29;PCK1;RAB6A;GBP2;ARL5A;GBP1;GBP4;TGM2;GBP3;GBP5;RHOG;RAB27A;RHOH;RHOF;TUBB4B;RHOD;EEF1A1;ARL4C;MFHAS1;RAB31;SCG5;RHOU;KRAS;RAB5A;RHOQ;ARL8A;RAN;ARL8B
GO_Molecular_Function_2023	Double-Stranded RNA Binding (GO:0003725)	18/65	4.645894e-05	2.304880e-03	0	0	3.469030e+00	3.461031e+01	ACTN1;HNRNPU;MSN;ADAR;DDX60L;DICER1;DDX60;TUBB4B;ELAVL1;ILF2;RC3H2;MTDH;AGO3;OAS2;PRKRA;OAS3;DHX36;LRRFIP1
GO_Molecular_Function_2023	Cytochrome-C Oxidase Activity (GO:0004129)	7/12	4.977790e-05	2.339561e-03	0	0	1.264074e+01	1.252437e+02	COX8A;COX7B;COX4I1;COX5B;COX5A;COX7C;COX6B1
GO_Molecular_Function_2023	Ubiquitin-Like Protein Ligase Binding (GO:0044389)	50/289	8.392634e-05	3.747311e-03	0	0	1.905482e+00	1.788404e+01	RB1;CD40;UBE2D3;UBE2D1;UBE2L6;CASP8;SUMO1;CASP10;SUMO2;FBXO7;JAK1;CAMLG;DTX3L;PARP9;TNFRSF1B;YWHAZ;PRKAR1A;TRAF3;TCP1;TRAF5;UQCRC1;TXNIP;SLC25A5;TRIB2;VCP;HM13;DERL1;CUL1;CXCR4;HIF1A;TANK;RELA;UBE2J1;UBB;SNX9;TNFRSF14;PPARGC1A;JUN;SMAD3;STAT1;NEK6;HSPA6;LAPTM5;MAP1LC3B2;ISG15;PRDX6;PML;MFHAS1;UBE2N;CTNNB1
GO_Molecular_Function_2023	Ubiquitin Protein Ligase Binding (GO:0031625)	47/271	1.271081e-04	5.405122e-03	0	0	1.909773e+00	1.713156e+01	RB1;CD40;VCP;HM13;UBE2D3;DERL1;CUL1;CXCR4;UBE2D1;UBE2L6;HIF1A;TANK;RELA;UBE2J1;CASP8;UBB;SUMO1;CASP10;SUMO2;SNX9;TNFRSF14;FBXO7;PPARGC1A;JAK1;JUN;SMAD3;CAMLG;NEK6;HSPA6;LAPTM5;MAP1LC3B2;ISG15;TNFRSF1B;PRDX6;YWHAZ;PML;MFHAS1;PRKAR1A;TRAF3;TCP1;TRAF5;UQCRC1;UBE2N;TXNIP;CTNNB1;SLC25A5;TRIB2
GO_Molecular_Function_2023	RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629)	41/228	1.500911e-04	6.092332e-03	0	0	1.993631e+00	1.755247e+01	HDAC3;HDAC1;HSPB1;CHD4;AHR;HMGB1;RBPJ;STK4;HIF1A;ETS1;RELA;MTDH;SDR16C5;CPNE1;HES1;PPARGC1A;PITX1;SPEN;TCF7L2;JUN;NPM1;SMAD3;PARP1;DTX3L;STAT1;NCOA3;STAT3;NR1H4;NFATC1;FOS;PARP9;KLF4;MAD2L2;PSMA6;DDIT3;ID2;BHLHE40;HCLS1;CTNNB1;PPARG;TRIB2
GO_Molecular_Function_2023	Guanyl Ribonucleotide Binding (GO:0032561)	40/226	2.531659e-04	9.603888e-03	0	0	1.954575e+00	1.618675e+01	ARL3;SRP54;ARL1;ARL2;GIMAP7;RND1;RAP1B;GNA15;TUBA1A;ANXA6;RAC2;RAB29;PCK1;RAB6A;GBP2;ARL5A;GBP1;GBP4;RAB8B;TGM2;GBP3;GBP5;RHOG;RAB27A;RHOH;RHOF;TUBB4B;RHOD;EEF1A1;ARL4C;MFHAS1;RAB31;SCG5;RHOU;KRAS;RAB5A;RHOQ;ARL8A;RAN;ARL8B
GO_Molecular_Function_2023	R-SMAD Binding (GO:0070412)	8/19	2.708548e-04	9.603888e-03	0	0	6.567725e+00	5.394682e+01	DDX5;JUN;SMAD3;RGCC;PMEPA1;PPARG;FOS;LDLRAD4
GO_Molecular_Function_2023	Cysteine-Type Endopeptidase Inhibitor Activity Involved In Apoptotic Process (GO:0043027)	8/19	2.708548e-04	9.603888e-03	0	0	6.567725e+00	5.394682e+01	VIL1;RPS6KA3;TNFAIP8;PRDX5;XIAP;CD27;SERPINB9;BIRC3
GO_Molecular_Function_2023	mRNA 3'-UTR Binding (GO:0003730)	21/93	2.796205e-04	9.603888e-03	0	0	2.642244e+00	2.161904e+01	DDX17;DDX5;RPL41;CELF1;CELF2;HNRNPU;PUM1;ELAVL1;YBX3;ZFP36L1;NUDT21;RSL1D1;CARHSP1;ZC3H12A;DHX36;HNRNPA2B1;SERBP1;PABPC1;HNRNPC;HNRNPA0;CPEB4
GO_Molecular_Function_2023	Active Monoatomic Ion Transmembrane Transporter Activity (GO:0022853)	9/24	3.178127e-04	1.045776e-02	0	0	5.419890e+00	4.365205e+01	COX8A;COX7B;COX4I1;UQCRC1;UQCR10;COX5B;COX5A;COX7C;COX6B1
GO_Molecular_Function_2023	DNA-binding Transcription Factor Binding (GO:0140297)	47/282	3.279028e-04	1.045776e-02	0	0	1.819252e+00	1.459549e+01	RB1;CIITA;CRTC3;HDAC3;HDAC1;CREM;HSPB1;CHD4;AHR;HMGB1;RBPJ;STK4;HIF1A;ETS1;RELA;MTDH;SDR16C5;FLNA;HES1;NBN;PPARGC1A;PITX1;STAT5A;SPEN;TCF7L2;JUN;NPM1;TLE1;SMAD3;PARP1;NEK6;STAT3;NFATC1;FOS;KLF4;YWHAZ;MAD2L2;METTL23;CNOT7;DDIT3;ID2;KAT6A;BHLHE40;HCLS1;CTNNB1;PPARG;TRIB2
GO_Molecular_Function_2023	Protein Phosphatase Binding (GO:0019903)	24/115	3.772081e-04	1.161541e-02	0	0	2.390310e+00	1.884213e+01	ANKLE2;VCP;BOD1;MVP;PXN;STAT3;EIF2AK3;ATP2B4;MTMR9;ARPP19;PTK2;SOD1;LGALS3;MFHAS1;TBK1;LCK;TRAF3;CDC27;CTNNB1;KCNN4;MET;CD22;MAP3K5;JAK1
GO_Molecular_Function_2023	GTPase Activity (GO:0003924)	44/265	5.418547e-04	1.612921e-02	0	0	1.809668e+00	1.360963e+01	RAB1A;SAR1A;SRP54;ARL1;ARL2;GIMAP7;GSPT1;GNAI2;RND1;RAP1B;RGS2;GNA15;ARHGDIB;RAB24;RAC2;MFN1;RAB29;RAB6A;GBP2;GBP1;GBP4;RAB8B;GBP3;GBP5;RHOG;RAB27A;RHOH;RHOF;EEF2;GPN1;RHOD;EEF1A1;IFT22;RAB31;RGS10;RHOU;KRAS;GNB5;ABCE1;RAB5A;RHOQ;ARL8A;RAN;ARL8B
GO_Molecular_Function_2023	Phosphatase Binding (GO:0019902)	23/112	6.276598e-04	1.808065e-02	0	0	2.341267e+00	1.726336e+01	VCP;SMAD3;MVP;PXN;STAT3;EIF2AK3;MTMR9;PTK2;LGALS3;CARHSP1;TBK1;WNK1;LCK;TRAF3;CDC27;TERF2IP;CTNNB1;KCNN4;MET;CD22;CTSC;MAP3K5;JAK1
GO_Molecular_Function_2023	Ribonucleoside Triphosphate Phosphatase Activity (GO:0017111)	44/270	8.077692e-04	2.254181e-02	0	0	1.769133e+00	1.259841e+01	RAB1A;SAR1A;SRP54;ARL1;ARL2;GIMAP7;GSPT1;GNAI2;RND1;RAP1B;RGS2;GNA15;ARHGDIB;RAB24;RAC2;MFN1;RAB29;RAB6A;GBP2;GBP1;GBP4;RAB8B;GBP3;GBP5;RHOG;RAB27A;RHOH;RHOF;EEF2;GPN1;RHOD;EEF1A1;IFT22;RAB31;RGS10;RHOU;KRAS;GNB5;ABCE1;RAB5A;RHOQ;ARL8A;RAN;ARL8B
GO_Molecular_Function_2023	Carboxy-Lyase Activity (GO:0016831)	9/27	8.638667e-04	2.264631e-02	0	0	4.515821e+00	3.185502e+01	DDC;DDT;AMD1;ODC1;URAD;ME1;ECHDC1;AZIN1;PCK2
GO_Molecular_Function_2023	Phosphatase Inhibitor Activity (GO:0019212)	8/22	8.715148e-04	2.264631e-02	0	0	5.159495e+00	3.635008e+01	LGALS3;PPP1R2;URI1;SET;DMBT1;BOD1;TESC;ARPP19
GO_Molecular_Function_2023	MHC Class II Receptor Activity (GO:0032395)	5/9	8.875935e-04	2.264631e-02	0	0	1.127569e+01	7.923423e+01	HLA-DRA;HLA-DOA;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Molecular_Function_2023	Alanine Transmembrane Transporter Activity (GO:0022858)	6/14	1.466854e-03	3.638613e-02	0	0	6.767302e+00	4.415418e+01	SLC36A1;SLC38A1;SLC7A8;SLC6A14;SLC1A4;SLC36A4
GO_Molecular_Function_2023	Carboxylic Acid Transmembrane Transporter Activity (GO:0046943)	14/59	1.681128e-03	4.050856e-02	0	0	2.812689e+00	1.796827e+01	SLC36A1;ABCC1;SLC38A1;SLC16A1;SLC6A14;SLC3A1;SLC1A4;SLC6A20;SLC7A1;SLC7A5;SLC7A6;SLC7A8;SLC25A32;SLC16A9
GO_Molecular_Function_2023	Ubiquitin-Like Protein Conjugating Enzyme Activity (GO:0061650)	10/35	1.723769e-03	4.050856e-02	0	0	3.613065e+00	2.299081e+01	UBE2F;UBE2H;UBE2I;UBE2Q2;UBE2D3;UBE2N;UBE2D1;UBE2L6;UBE2Z;UBE2J1
GO_Molecular_Function_2023	Endopeptidase Regulator Activity (GO:0061135)	11/42	2.230307e-03	5.106832e-02	0	0	3.205680e+00	1.957265e+01	APH1A;CST3;CSTB;USP14;SPINK1;SLPI;SERPINF2;PSME1;PSME2;PI3;THBS1
GO_Molecular_Function_2023	Actin Binding (GO:0003779)	31/183	2.427741e-03	5.419932e-02	0	0	1.848681e+00	1.113053e+01	ITGB1;MACF1;HNRNPU;CXCR4;CORO1A;CNN2;PDLIM1;ABLIM1;MYO6;COTL1;EPS8L1;PHACTR1;EMD;GBP1;PDLIM7;DBNL;TNNC2;MSN;PARVA;PARVB;SERPINB8;PTK2;MLPH;GIPC1;CAPZA1;ANG;FXYD5;LCP1;P4HB;UTRN;ALDOA
GO_Molecular_Function_2023	Small GTPase Binding (GO:0031267)	33/199	2.561193e-03	5.440771e-02	0	0	1.802396e+00	1.075541e+01	DOCK4;CCDC186;MYCBP2;BRK1;GCC2;TNFAIP1;NDRG1;YBX3;GGA2;AKAP13;ARHGDIB;RAB29;FLNA;PAK2;RILP;RANBP2;RABGAP1L;RHOH;RABGGTB;RANGAP1;UNC13D;RNF41;SOD1;EHD1;IFT20;FMNL1;MLPH;RILPL2;SGSM3;RAB34;CDC42EP3;CDC42EP2;NOX1
GO_Molecular_Function_2023	SH2 Domain Binding (GO:0042169)	9/31	2.573864e-03	5.440771e-02	0	0	3.693941e+00	2.202456e+01	KHDRBS1;AFAP1L2;IRS1;LCK;JAK2;LAX1;PAG1;PTK2;SLAMF1
GO_Molecular_Function_2023	Peptidase Inhibitor Activity (GO:0030414)	10/37	2.718513e-03	5.440771e-02	0	0	3.345059e+00	1.976150e+01	CST3;CSTB;USP14;SERPINB1;SPINK1;SLPI;SERPINF2;PI3;TIMP1;THBS1
GO_Molecular_Function_2023	L-proline Transmembrane Transporter Activity (GO:0015193)	4/7	2.721829e-03	5.440771e-02	0	0	1.202204e+01	7.100762e+01	SLC36A1;SLC6A14;SLC6A20;SLC36A4
GO_Molecular_Function_2023	Monoatomic Cation:Bicarbonate Symporter Activity (GO:0140410)	5/11	2.741710e-03	5.440771e-02	0	0	7.516291e+00	4.433990e+01	SLC4A7;SLC39A6;SLC39A5;SLC39A8;SLC4A4
GO_Molecular_Function_2023	L-amino Acid Transmembrane Transporter Activity (GO:0015179)	14/63	3.236211e-03	6.282471e-02	0	0	2.582506e+00	1.480642e+01	SLC36A1;SLC38A1;SLC6A14;SLC3A1;SLC1A4;SLC7A11;SLC6A20;SLC7A1;SLC7A5;SLC7A6;SLC7A8;UCP2;SLC25A22;SLC36A4
GO_Molecular_Function_2023	Protein Kinase Inhibitor Activity (GO:0004860)	11/45	4.001197e-03	7.395326e-02	0	0	2.922338e+00	1.613470e+01	HEXIM1;DNAJC3;SOCS3;NPM1;IBTK;CAMK2N1;GMFG;SH3BP5;GSKIP;SPRY2;PARVA
GO_Molecular_Function_2023	Proton Transmembrane Transporter Activity (GO:0015078)	11/45	4.001197e-03	7.395326e-02	0	0	2.922338e+00	1.613470e+01	COX8A;COX7B;COX4I1;UCP2;ATP6V1B2;UQCRC1;UQCR10;COX5B;COX5A;COX7C;COX6B1
GO_Molecular_Function_2023	Ribosome Binding (GO:0043022)	17/85	4.057906e-03	7.395326e-02	0	0	2.260716e+00	1.244996e+01	SRP19;NPM1;IFRD2;RPSA;EEF2;EIF2S1;RBM3;SEC61A1;SRP72;ZC3H12A;G3BP1;SERBP1;PIM1;ETF1;SEC61B;PELO;CPEB4
GO_Molecular_Function_2023	Phosphatidylcholine Transporter Activity (GO:0008525)	6/17	4.647606e-03	8.266387e-02	0	0	4.920853e+00	2.643189e+01	ABCB1;PITPNM1;PITPNB;PITPNA;ATP10B;PITPNC1
GO_Molecular_Function_2023	SH3 Domain Binding (GO:0017124)	13/59	4.825590e-03	8.266387e-02	0	0	2.553577e+00	1.362032e+01	KHDRBS1;AFAP1L2;WIPF1;CBLB;CYBA;ESPN;ENAH;PLSCR1;ELMO1;ADAM9;EVL;ZNF106;GRB2
GO_Molecular_Function_2023	L-alanine Transmembrane Transporter Activity (GO:0015180)	4/8	5.013713e-03	8.266387e-02	0	0	9.016032e+00	4.774511e+01	SLC36A1;SLC7A8;SLC1A4;SLC36A4
