Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Fatty Acid Metabolism R-HSA-8978868	29/173	9.339411e-09	1.020543e-06	0	0	3.910802e+00	7.230691e+01	SLC22A5;ECI1;CROT;PTGS2;HSD17B8;CPT2;MLYCD;ACADM;SLC25A20;HADH;DECR2;CYP2J2;ACOT9;ACOT8;CPT1A;PHYH;ABCC1;EPHX2;ACOT11;ACSL5;PTGR1;ACSF3;ACSF2;HADHB;HADHA;ACOX2;ACOX1;TBXAS1;CRAT
Reactome_2022	Collagen Formation R-HSA-1474290	20/90	1.436599e-08	1.438993e-06	0	0	5.518950e+00	9.966343e+01	COL15A1;MMP7;LAMA4;COL12A1;MMP3;P3H1;PCOLCE;MMP9;LOXL2;COL1A1;COL3A1;COL1A2;COL4A2;COL5A1;COL4A1;COL6A1;PXDN;COL5A2;COL6A3;CTSB
Reactome_2022	Degradation Of Extracellular Matrix R-HSA-1474228	22/109	1.814373e-08	1.677597e-06	0	0	4.890182e+00	8.716720e+01	COL15A1;MMP7;MMP1;LAMA4;COL12A1;MMP3;HTRA1;LAMB1;LAMC1;NID1;MMP9;MMP10;MMP12;CAPN13;MMP14;ADAMTS1;CTSK;MMP19;TIMP1;ADAMTS9;CD44;CTSB
Reactome_2022	Neutrophil Degranulation R-HSA-6798695	53/468	2.398068e-08	2.058913e-06	0	0	2.506342e+00	4.397632e+01	FCN1;SERPINA3;ITGB2;LPCAT1;CXCL1;SLC2A3;ALAD;PLAU;STBD1;ITGAX;COTL1;ITGAV;ACP3;CTSC;CTSB;SERPINB3;CD93;PLAUR;CYBA;AMPD3;OLFM4;MMP9;MMP12;FGR;RAB31;PKM;CEACAM6;PECAM1;CHI3L1;PLEKHO2;CD44;TLR2;PTAFR;FPR1;IQGAP2;LILRA3;ADGRG3;CNN2;PGRMC1;PRDX4;CXCR2;S100A12;STOM;CD59;S100A11;CD55;LRG1;NAT8;STING1;TCN1;LCN2;MNDA;HPSE
Reactome_2022	Hemostasis R-HSA-109582	58/576	3.212577e-07	2.460200e-05	0	0	2.196829e+00	3.284484e+01	SERPINA3;ECM1;DOCK4;SPARC;GUCY1B1;ITGB2;PLEK;SLC7A11;TREM1;THBD;PLAU;ITGAX;RAC2;TIMP3;ITGAV;TIMP1;JAK2;SRGN;GUCY1A1;VWF;MMP1;ACTN1;ANXA5;F2R;PLAUR;F5;FGR;SLC7A5;CEACAM6;IRF1;PECAM1;LCP2;ITGA5;ZFPM2;CD44;GYPC;GATA6;PIK3R3;LRP8;AKAP1;GNA15;INPP5D;GNA11;TSPAN7;PDPN;MFN2;VTI1B;LYN;CAV1;VEGFC;GNG11;MANF;MAFF;CALU;ESAM;TEK;F2RL2;PF4
Reactome_2022	Interferon Gamma Signaling R-HSA-877300	18/89	3.427549e-07	2.460200e-05	0	0	4.886865e+00	7.274710e+01	GBP5;STAT1;PTAFR;PML;ICAM1;HLA-E;SMAD7;SOCS3;SOCS1;TRIM29;OAS2;IRF1;OAS3;JAK2;GBP1;TRIM22;CD44;GBP4
Reactome_2022	Collagen Degradation R-HSA-1442490	12/40	3.479485e-07	2.460200e-05	0	0	8.229612e+00	1.223843e+02	MMP12;COL15A1;MMP14;MMP7;MMP1;CTSK;COL12A1;MMP3;MMP19;MMP9;MMP10;CTSB
Reactome_2022	Chemokine Receptors Bind Chemokines R-HSA-380108	14/56	4.519632e-07	3.018110e-05	0	0	6.409060e+00	9.363422e+01	CXCL6;CXCL8;CCL11;CCL20;CXCR4;CXCL1;CXCL3;CXCL2;CX3CL1;CXCL11;CCL4;CXCR2;CCL2;PF4
Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	11/44	7.740848e-06	4.897105e-04	0	0	6.392653e+00	7.523512e+01	COL1A1;COL15A1;COL3A1;COL1A2;COL4A2;COL5A1;COL4A1;COL12A1;COL5A2;COL6A1;COL6A3
Reactome_2022	Cell Surface Interactions At Vascular Wall R-HSA-202733	20/134	1.125804e-05	6.766084e-04	0	0	3.380952e+00	3.852402e+01	LYN;GYPC;MMP1;CAV1;ITGB2;SLC7A11;TREM1;THBD;SLC7A5;CEACAM6;INPP5D;TSPAN7;ITGAX;PECAM1;ESAM;ITGAV;ITGA5;TEK;CD44;PF4
Reactome_2022	Post-translational Protein Phosphorylation R-HSA-8957275	17/106	1.942467e-05	1.111831e-03	0	0	3.674683e+00	3.986651e+01	IGFBP5;WFS1;SHISA5;LAMB1;LAMC1;FSTL1;HSP90B1;F5;VCAN;CALU;SPARCL1;VWA1;IGFBP7;TIMP1;FAM20A;APOL1;FBN1
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	13/67	2.315113e-05	1.264893e-03	0	0	4.621149e+00	4.932368e+01	COL15A1;COL12A1;P3H1;PCOLCE;COL1A1;COL3A1;COL1A2;COL4A2;COL5A1;COL4A1;COL6A1;COL5A2;COL6A3
Reactome_2022	Beta Oxidation Of octanoyl-CoA To hexanoyl-CoA R-HSA-77348	4/5	2.983244e-05	1.559069e-03	0	0	7.630120e+01	7.950520e+02	HADHB;HADHA;ACADM;HADH
Reactome_2022	Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426	18/123	3.991222e-05	1.998937e-03	0	0	3.298516e+00	3.341010e+01	IGFBP5;WFS1;MMP1;SHISA5;LAMB1;LAMC1;FSTL1;HSP90B1;F5;VCAN;CALU;SPARCL1;VWA1;IGFBP7;TIMP1;FAM20A;APOL1;FBN1
Reactome_2022	Peroxisomal Lipid Metabolism R-HSA-390918	8/29	6.364856e-05	3.060223e-03	0	0	7.288402e+00	7.042152e+01	ACOT8;PHYH;ACOX2;ACOX1;CROT;MLYCD;DECR2;CRAT
Reactome_2022	Beta Oxidation Of decanoyl-CoA To octanoyl-CoA-CoA R-HSA-77346	4/6	8.593787e-05	3.825827e-03	0	0	3.814859e+01	3.571428e+02	HADHB;HADHA;ACADM;HADH
Reactome_2022	Mitochondrial Fatty Acid Beta-Oxidation Of Unsaturated Fatty Acids R-HSA-77288	4/6	8.593787e-05	3.825827e-03	0	0	3.814859e+01	3.571428e+02	HADHB;HADHA;ECI1;ACADM
Reactome_2022	Integrin Cell Surface Interactions R-HSA-216083	12/66	9.232682e-05	3.836746e-03	0	0	4.261359e+00	3.958877e+01	COL4A2;COL4A1;ITGB2;ICAM2;ITGAX;KDR;PECAM1;ITGAV;ITGA5;CD44;ICAM1;FBN1
Reactome_2022	RAF-independent MAPK1/3 Activation R-HSA-112409	7/23	9.256708e-05	3.836746e-03	0	0	8.364048e+00	7.768174e+01	DUSP4;DUSP10;PEA15;JAK2;DUSP16;DUSP6;DUSP7
Reactome_2022	Peptide Ligand-Binding Receptors R-HSA-375276	23/196	1.288449e-04	5.162386e-03	0	0	2.561936e+00	2.294701e+01	CXCL6;ANXA1;CCL11;CXCL8;RIPK2;CCL20;F2R;FPR1;CXCR4;CXCL1;SSTR1;CXCL3;CXCL2;CX3CL1;CXCL11;NPY;CXCR2;CCL4;APLNR;PROK2;CCL2;F2RL2;PF4
Reactome_2022	Platelet Degranulation R-HSA-114608	17/125	1.631920e-04	6.168795e-03	0	0	3.025169e+00	2.638123e+01	SRGN;SERPINA3;ECM1;SPARC;VWF;ACTN1;PLEK;ANXA5;VEGFC;MANF;F5;CALU;PECAM1;TIMP3;TIMP1;VTI1B;PF4
Reactome_2022	Inactivation Of CSF3 (G-CSF) Signaling R-HSA-9705462	7/25	1.662519e-04	6.168795e-03	0	0	7.433926e+00	6.469008e+01	LYN;SOCS3;CSF3;CSF3R;SOCS1;STAT1;JAK2
Reactome_2022	Activation Of Matrix Metalloproteinases R-HSA-1592389	8/33	1.723153e-04	6.168795e-03	0	0	6.120968e+00	5.304544e+01	MMP14;MMP7;MMP1;CTSK;MMP3;TIMP1;MMP9;MMP10
Reactome_2022	Interferon Signaling R-HSA-913531	23/200	1.744917e-04	6.168795e-03	0	0	2.503507e+00	2.166443e+01	GBP5;IFITM1;IFITM2;STAT1;SGIP1;PTAFR;UBE2L6;PML;ICAM1;HLA-E;SMAD7;SOCS3;SOCS1;TRIM29;OAS2;IRF1;OAS3;JAK2;XAF1;GBP1;TRIM22;CD44;GBP4
Reactome_2022	Platelet Activation, Signaling And Aggregation R-HSA-76002	27/254	1.878214e-04	6.255588e-03	0	0	2.294873e+00	1.969006e+01	SERPINA3;ECM1;SPARC;PLEK;PIK3R3;GNA15;GNA11;PDPN;RAC2;TIMP3;TIMP1;VTI1B;LYN;SRGN;VWF;ACTN1;ANXA5;F2R;VEGFC;GNG11;MANF;F5;CALU;PECAM1;LCP2;F2RL2;PF4
Reactome_2022	Signal Transduction R-HSA-162582	161/2465	1.900044e-04	6.255588e-03	0	0	1.390573e+00	1.191508e+01	KLB;VIPR1;RTKN;SPARC;PLXND1;NCF2;FAM13A;PEBP1;MSI2;PRDM1;CDC14A;RGS5;GJA1;FGF9;RGS1;BASP1;RPS6KA2;KDR;PDK4;PROK2;PDK2;IER3;PDGFRB;CPT1A;TPM4;ACTN1;F2R;WNT5A;CYBA;ARMCX3;COL4A2;COL4A1;ULK3;APLNR;NGEF;CD274;FPR1;PIK3R3;IQGAP2;HIF1A;SCUBE2;SOCS3;APH1B;SOCS1;UBD;STK38;STAP2;PCK1;LYN;ARHGEF37;CAV1;MCAM;INSR;INHBA;GNG11;PBX1;SMAD7;FOSL1;CCDC88A;CXCL11;COL1A2;DNMBP;GPR183;FGFR3;FERMT2;CXCL6;DOCK4;CXCL8;ABCD3;ADM;CXCL1;LAMC1;CXCL3;DUSP16;CXCL2;CX3CL1;ADGRE2;SDR16C5;DUSP10;CASP10;STBD1;PEA15;RAC2;PDE4B;PMEPA1;RSPO3;ITGAV;JAK2;JAK3;DUSP4;MMP7;ANXA1;VWF;RIPK2;MMP3;RRAS2;NRG1;SSTR1;MMP9;DUSP6;MMP10;DUSP7;PPM1A;ARHGEF9;LATS2;MRAS;PXDN;RHOJ;COL6A1;ARHGEF3;COL6A3;TFF1;RHOU;ITGA5;RHOQ;BIRC3;PHLPP2;RAMP3;CCL11;ADH1C;LAMA4;RGS16;LEF1;PTAFR;CXCR4;THBS2;FSTL1;PSMB10;ERLEC1;GNA15;PGRMC2;PSMB2;ERBB3;NPY;GNA11;CCL4;CXCR2;NRIP1;STOM;MFN2;CCL2;POLR2H;CD55;IL33;CDKN2B;CAVIN1;STAT1;CCL20;SMOX;VEGFC;LAMB1;PTPN13;ACVR2A;PML;PSMB9;IL2RA;TEK;VIM;F2RL2;PTPN3;PF4
Reactome_2022	Signaling By MAPK Mutants R-HSA-9652817	4/7	1.925597e-04	6.255588e-03	0	0	2.543106e+01	2.175654e+02	DUSP10;DUSP16;DUSP6;DUSP7
Reactome_2022	Phase I - Functionalization Of Compounds R-HSA-211945	15/104	2.021102e-04	6.393063e-03	0	0	3.235784e+00	2.752584e+01	CYP2J2;ACSS2;MTARC2;ADH1C;MAOA;SMOX;CMBL;FMO4;CYP4F12;BPHL;ADH6;FDX1;TBXAS1;CES2;CBR3
Reactome_2022	Scavenging By Class A Receptors R-HSA-3000480	6/19	2.380131e-04	7.335685e-03	0	0	8.816128e+00	7.355458e+01	COL1A1;COL3A1;COL1A2;COL4A2;COL4A1;HSP90B1
Reactome_2022	Biological Oxidations R-HSA-211859	24/218	2.480794e-04	7.454787e-03	0	0	2.383725e+00	1.978912e+01	GSTM4;CYP2J2;NNMT;ACSS2;MTARC2;ADH1C;MAOA;SMOX;ABHD14B;CMBL;FMO4;CYP4F12;BPHL;ADH6;SULT1A1;TPST1;FDX1;TBXAS1;UGT2A3;CHAC1;UGT1A8;CES2;CBR3;UGT1A6
Reactome_2022	Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005	17/130	2.634323e-04	7.723065e-03	0	0	2.890546e+00	2.382306e+01	SRGN;SERPINA3;ECM1;SPARC;VWF;ACTN1;PLEK;ANXA5;VEGFC;MANF;F5;CALU;PECAM1;TIMP3;TIMP1;VTI1B;PF4
Reactome_2022	Chondroitin Sulfate Biosynthesis R-HSA-2022870	6/20	3.257059e-04	9.188974e-03	0	0	8.185973e+00	6.572940e+01	CSGALNACT1;VCAN;CHST11;CHSY1;BGN;CHST15
Reactome_2022	Mitochondrial Fatty Acid Beta-Oxidation R-HSA-77289	8/36	3.287237e-04	9.188974e-03	0	0	5.464286e+00	4.382517e+01	HADHB;ACOT9;HADHA;ECI1;ACOT11;ACADM;HADH;ACSF2
Reactome_2022	Metabolism Of Porphyrins R-HSA-189445	7/28	3.590827e-04	9.809487e-03	0	0	6.370930e+00	5.053395e+01	ALAD;FABP1;ABCC1;SLCO1B3;FLVCR1;BLVRA;ABCG2
Reactome_2022	Signaling By CSF3 (G-CSF) R-HSA-9674555	7/30	5.657164e-04	1.511091e-02	0	0	5.816323e+00	4.349108e+01	LYN;SOCS3;CSF3;CSF3R;SOCS1;STAT1;JAK2
Reactome_2022	Beta-oxidation Of pristanoyl-CoA R-HSA-389887	4/9	6.393919e-04	1.670759e-02	0	0	1.525703e+01	1.122153e+02	ACOT8;ACOX2;CROT;CRAT
Reactome_2022	Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782	8/41	8.318285e-04	2.127357e-02	0	0	4.635142e+00	3.287189e+01	COL1A1;COL3A1;SPARC;COL1A2;COL4A2;COL4A1;APOL1;HSP90B1
Reactome_2022	Heme Degradation R-HSA-189483	5/16	8.509919e-04	2.131026e-02	0	0	8.674737e+00	6.132265e+01	FABP1;ABCC1;SLCO1B3;BLVRA;ABCG2
Reactome_2022	Growth Hormone Receptor Signaling R-HSA-982772	6/24	9.527021e-04	2.337037e-02	0	0	6.365526e+00	4.427993e+01	LYN;SOCS3;SOCS1;STAT1;JAK2;PRLR
Reactome_2022	Peroxisomal Protein Import R-HSA-9033241	10/63	1.067689e-03	2.566723e-02	0	0	3.611016e+00	2.470751e+01	ACOT8;PHYH;ACOX2;ACOX1;EPHX2;CROT;MLYCD;DECR2;CRAT;DDO
Reactome_2022	Signaling By Receptor Tyrosine Kinases R-HSA-9006934	41/496	1.154028e-03	2.619575e-02	0	0	1.742532e+00	1.178735e+01	KLB;CD274;SPARC;NCF2;LAMA4;PIK3R3;PRDM1;LAMC1;THBS2;HIF1A;SOCS1;APH1B;FGF9;ERBB3;RPS6KA2;KDR;ITGAV;POLR2H;JAK2;JAK3;LYN;DUSP4;PDGFRB;STAT1;INSR;CAV1;VEGFC;NRG1;CYBA;LAMB1;MMP9;DUSP6;DUSP7;FOSL1;COL4A2;COL4A1;PXDN;COL6A1;COL6A3;FGFR3;PTPN3
Reactome_2022	Beta Oxidation Of hexanoyl-CoA To butanoyl-CoA R-HSA-77350	3/5	1.155054e-03	2.619575e-02	0	0	2.858275e+01	1.933225e+02	HADHB;HADHA;HADH
Reactome_2022	Beta Oxidation Of lauroyl-CoA To decanoyl-CoA-CoA R-HSA-77310	3/5	1.155054e-03	2.619575e-02	0	0	2.858275e+01	1.933225e+02	HADHB;HADHA;HADH
Reactome_2022	Toll-like Receptor Cascades R-HSA-168898	18/162	1.267393e-03	2.821123e-02	0	0	2.400204e+00	1.601126e+01	DUSP4;IKBIP;RIPK2;ITGB2;NLRC5;IRAK3;NOD2;DUSP6;HSP90B1;DUSP7;SOCS1;RPS6KA2;CTSK;S100A12;TLR4;CTSB;BIRC3;TLR2
Reactome_2022	Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406	9/54	1.315847e-03	2.875725e-02	0	0	3.825429e+00	2.537512e+01	PLPP6;LDHB;FAHD1;IDH3B;PDK4;SUCLG2;SUCLG1;ACO2;PDK2
Reactome_2022	Complement Cascade R-HSA-166658	9/55	1.504714e-03	3.147654e-02	0	0	3.742070e+00	2.432028e+01	FCN1;FCN3;CFI;C4BPA;CD59;C4BPB;CPNE2;CFB;CD55
Reactome_2022	Beta-oxidation Of Very Long Chain Fatty Acids R-HSA-390247	4/11	1.545022e-03	3.147654e-02	0	0	1.089673e+01	7.053145e+01	ACOT8;ACOX1;MLYCD;DECR2
Reactome_2022	Carnitine Metabolism R-HSA-200425	4/11	1.545022e-03	3.147654e-02	0	0	1.089673e+01	7.053145e+01	CPT1A;SLC22A5;CPT2;SLC25A20
Reactome_2022	Mitochondrial Fatty Acid Beta-Oxidation Of Saturated Fatty Acids R-HSA-77286	4/11	1.545022e-03	3.147654e-02	0	0	1.089673e+01	7.053145e+01	HADHB;HADHA;ACADM;HADH
Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068	8/45	1.572882e-03	3.151007e-02	0	0	4.133173e+00	2.667900e+01	CH25H;ACOT8;ACOX2;OSBPL3;SLC10A2;SLCO1B3;SLC51B;OSBPL1A
Reactome_2022	PECAM1 Interactions R-HSA-210990	4/12	2.226310e-03	4.386925e-02	0	0	9.534137e+00	5.822888e+01	LYN;INPP5D;PECAM1;ITGAV
Reactome_2022	Interferon Alpha/Beta Signaling R-HSA-909733	10/72	2.990359e-03	5.797438e-02	0	0	3.085370e+00	1.793329e+01	SOCS3;IFITM1;IFITM2;SOCS1;OAS2;STAT1;IRF1;OAS3;XAF1;HLA-E
Reactome_2022	Citric Acid Cycle (TCA Cycle) R-HSA-71403	5/21	3.219293e-03	6.142207e-02	0	0	5.962312e+00	3.421528e+01	FAHD1;IDH3B;SUCLG2;SUCLG1;ACO2
